http://dbpedia.org/resource/The_One_(magazine)	http://dbpedia.org/resource/Television_program	0.1	Train
http://dbpedia.org/resource/Japanese_language	http://dbpedia.org/resource/Music	0	Train
http://dbpedia.org/resource/Level_(video_gaming)	http://dbpedia.org/resource/Guinness_World_Records	1	Train
http://dbpedia.org/resource/Entertainment	http://dbpedia.org/resource/Murder	0	Train
http://dbpedia.org/resource/Nintendo_64	http://dbpedia.org/resource/Sony_Interactive_Entertainment	0.5	Train
http://dbpedia.org/resource/Survival_horror	http://dbpedia.org/resource/Commodore_64	0	Train
http://dbpedia.org/resource/Golden_age_(metaphor)	http://dbpedia.org/resource/Live_action	0	Train
http://dbpedia.org/resource/Arnold_Schwarzenegger	http://dbpedia.org/resource/Filmmaking	0.636363636	Train
http://dbpedia.org/resource/Substance_dependence	http://dbpedia.org/resource/Filmmaking	0	Train
http://dbpedia.org/resource/Video_game_development	http://dbpedia.org/resource/Filmmaking	0.1	Train
http://dbpedia.org/resource/CONFIG.SYS	http://dbpedia.org/resource/British_Board_of_Film_Classification	0	Train
http://dbpedia.org/resource/Final_Fantasy	http://dbpedia.org/resource/European_Space_Agency	0	Train
http://dbpedia.org/resource/Light_gun	http://dbpedia.org/resource/Voice_acting	0.2	Train
http://dbpedia.org/resource/Personal_computer	http://dbpedia.org/resource/Mass_media	0.181818182	Train
http://dbpedia.org/resource/1990s_in_video_gaming	http://dbpedia.org/resource/Racing_video_game	1	Train
http://dbpedia.org/resource/Research	http://dbpedia.org/resource/Mental_disorder	0	Train
http://dbpedia.org/resource/Writing_style	http://dbpedia.org/resource/Domestic_violence	0	Train
http://dbpedia.org/resource/Wizardry	http://dbpedia.org/resource/Computer_network	0.1	Train
http://dbpedia.org/resource/Goro_(Mortal_Kombat)	http://dbpedia.org/resource/Computer_network	0.090909091	Train
http://dbpedia.org/resource/School_shooting	http://dbpedia.org/resource/Demon	0	Train
http://dbpedia.org/resource/Mob_(gaming)	http://dbpedia.org/resource/Sequel	0.1	Train
http://dbpedia.org/resource/Lara_Croft	http://dbpedia.org/resource/Rotary_International	0	Train
http://dbpedia.org/resource/Action_role-playing_game	http://dbpedia.org/resource/Sierra_Entertainment	0.5	Train
http://dbpedia.org/resource/Rockstar_Games	http://dbpedia.org/resource/Genre	0.3	Train
http://dbpedia.org/resource/Video_game_content_rating_system	http://dbpedia.org/resource/Child	0.4	Train
http://dbpedia.org/resource/Adventure_game	http://dbpedia.org/resource/LucasArts	0.8	Train
